date,country,amount_storage,consumption,amount_storage_perc,trend,injection,withdrawal,technical_capacity,injection_capacity,withdrawal_capacity
2014-01-02,Німеччина,138.9627,739.0,73.14,-0.1,92.17,280.9,189.9934,2655.79,4670.86
2014-01-02,Польща,17.9799,170.0,89.47,-0.12,8.47,32.7,20.096,226.12,402.6
2014-01-02,Португалія,1.6052,41.0,80.64,0.0,0.0,0.0,1.9906,23.28,83.81
2014-01-02,Румунія,19.906,109.0,65.46,-0.34,0.0,103.8,30.4118,201.19,289.11
2014-01-02,Словаччина,20.9182,44.0,65.31,-0.34,1.44,108.8,32.0286,337.66,416.66
2014-01-02,Угорщина,22.2286,81.0,33.12,-0.18,0.0,118.0,67.1254,473.13,832.72
2014-01-02,Франція,77.7439,379.0,57.45,-0.12,261.17,421.9,135.3228,1222.09,2406.9
2014-01-02,Хорватія,,23.0,,,,,,,
2014-01-02,Чеська Республіка,21.2116,72.0,74.18,-0.35,18.72,118.4,28.5965,312.14,425.84
2014-01-02,Швеція,,8.0,,,,,,,
2014-01-03,Австрія,35.7515,75.0,56.24,-0.14,21.78,108.7,63.5732,596.93,757.21
2014-01-03,Бельгія,5.3848,145.0,61.04,0.35,30.46,0.0,8.8219,89.37,183.31
2014-01-03,Болгарія,4.0181,27.0,64.09,-0.47,0.0,29.5,6.27,34.1,36.2
2014-01-03,Великобританія,1.994,701.0,100.0,3.24,59.0,0.0,1.8197,0.0,62.68
2014-01-03,Данія,11.1056,33.0,92.62,-0.06,13.41,20.9,11.991,100.95,195.13
2014-01-03,Ірландія,,43.0,,,,,,,
2014-01-03,Іспанія,22.1866,275.0,76.14,-0.28,0.0,81.1,29.1409,141.63,162.72
2014-01-03,Італія,131.5613,590.0,75.61,-0.24,0.0,424.7,173.99,1419.17,2456.25
2014-01-03,Латвія,18.1134,13.0,74.79,-0.42,0.0,100.7,24.219,0.0,279.91
2014-01-03,Нідерланди,92.2625,345.0,87.83,-0.08,17.76,107.0,105.042,769.6,2266.15
2014-01-03,Німеччина,138.6674,739.0,72.99,-0.15,99.58,391.3,189.9934,2655.75,4670.86
2014-01-03,Польща,17.951,170.0,89.33,-0.14,3.51,32.4,20.096,226.12,402.6
2014-01-03,Португалія,1.613,41.0,81.03,0.39,7.8,0.0,1.9906,23.28,83.81
2014-01-03,Румунія,19.7751,109.0,65.02,-0.43,0.0,130.9,30.4118,201.19,289.11
2014-01-03,Словаччина,20.8084,44.0,64.97,-0.34,0.0,109.8,32.0286,337.66,416.66
2014-01-03,Угорщина,22.1057,81.0,32.93,-0.18,0.0,122.9,67.1254,473.13,832.72
2014-01-03,Франція,77.5467,379.0,57.3,-0.15,221.96,419.2,135.3228,1222.09,2406.9
2014-01-03,Хорватія,,23.0,,,,,,,
2014-01-03,Чеська Республіка,21.1107,72.0,73.82,-0.35,32.3,133.2,28.5965,312.14,425.84
2014-01-03,Швеція,,8.0,,,,,,,
2014-01-04,Австрія,35.7623,75.0,56.25,0.02,48.93,38.1,63.5732,596.93,757.21
2014-01-04,Бельгія,5.3836,145.0,61.31,0.49,42.62,0.0,8.7806,88.95,182.45
2014-01-04,Болгарія,3.9886,27.0,63.61,-0.47,0.0,29.5,6.27,34.1,36.2
2014-01-04,Великобританія,1.994,701.0,100.0,0.0,0.0,0.0,1.8197,0.0,0.0
2014-01-04,Данія,11.085,33.0,92.44,-0.17,4.19,24.8,11.991,100.95,195.13
2014-01-04,Ірландія,,43.0,,,,,,,
2014-01-04,Іспанія,22.131,275.0,75.94,-0.19,0.0,55.7,29.1409,141.63,162.72
2014-01-04,Італія,131.228,590.0,75.42,-0.19,0.0,333.3,173.99,1419.17,2456.25
2014-01-04,Латвія,18.0155,13.0,74.39,-0.4,0.0,97.9,24.219,0.0,279.91
2014-01-04,Нідерланди,92.1936,345.0,87.77,-0.07,26.41,95.4,105.042,769.6,2266.15
2014-01-04,Німеччина,138.6788,739.0,72.99,0.01,157.9,144.0,189.9934,2655.74,4670.86
2014-01-04,Польща,17.9261,170.0,89.2,-0.12,7.02,32.0,20.096,226.12,402.6
2014-01-04,Португалія,1.6329,41.0,82.03,1.01,20.02,0.0,1.9906,23.28,83.81
2014-01-04,Румунія,19.6197,109.0,64.51,-0.51,0.0,155.4,30.4118,201.19,289.11
2014-01-04,Словаччина,20.736,44.0,64.74,-0.23,11.26,83.6,32.0286,337.66,416.66
2014-01-04,Угорщина,21.9809,81.0,32.75,-0.19,0.0,124.8,67.1254,473.13,832.72
2014-01-04,Франція,77.2537,379.0,57.09,-0.22,126.52,418.1,135.3228,1222.09,2406.9
2014-01-04,Хорватія,,23.0,,,,,,,
2014-01-04,Чеська Республіка,20.9825,72.0,73.37,-0.45,31.91,160.2,28.5965,312.14,425.84
2014-01-04,Швеція,,8.0,,,,,,,
2014-01-05,Австрія,35.7937,75.0,56.3,0.05,62.06,30.7,63.5732,596.93,757.21
2014-01-05,Бельгія,5.4257,145.0,61.71,0.24,20.66,0.0,8.7919,89.06,182.69
2014-01-05,Болгарія,3.9591,27.0,63.14,-0.47,0.0,29.5,6.27,34.1,36.2
2014-01-05,Великобританія,1.9454,701.0,100.0,-2.67,0.0,48.7,1.8197,0.0,0.0
2014-01-05,Данія,11.0599,33.0,92.24,-0.21,2.27,27.3,11.991,100.95,195.13
2014-01-05,Ірландія,,43.0,,,,,,,
2014-01-05,Іспанія,22.0898,275.0,75.8,-0.14,0.0,41.2,29.1409,141.63,162.72
2014-01-05,Італія,131.0681,590.0,75.33,-0.09,0.0,159.9,173.99,1419.17,2456.25
2014-01-05,Латвія,17.9226,13.0,74.0,-0.38,0.0,92.9,24.219,0.0,279.91
2014-01-05,Нідерланди,92.1299,345.0,87.71,-0.06,34.94,98.6,105.042,769.6,2266.15
2014-01-05,Німеччина,138.6277,739.0,72.96,-0.02,134.53,181.3,189.9934,2655.72,4670.86
2014-01-05,Польща,17.9031,170.0,89.09,-0.11,8.9,31.9,20.096,226.12,402.6
2014-01-05,Португалія,1.6329,41.0,82.03,0.0,0.0,0.0,1.9906,23.28,83.81
2014-01-05,Румунія,19.495,109.0,64.1,-0.41,0.0,124.7,30.4118,201.19,289.11
2014-01-05,Словаччина,20.6605,44.0,64.51,-0.24,16.11,91.6,32.0286,337.66,416.66
2014-01-05,Угорщина,21.8783,81.0,32.59,-0.15,0.0,102.6,67.1254,473.13,832.72
2014-01-05,Франція,76.8299,379.0,56.78,-0.31,84.4,508.3,135.3228,1222.09,2406.9
2014-01-05,Хорватія,,23.0,,,,,,,
2014-01-05,Чеська Республіка,20.8281,72.0,72.83,-0.54,31.88,186.2,28.5965,312.14,425.84
2014-01-05,Швеція,,8.0,,,,,,,
2014-01-06,Австрія,35.7599,75.0,56.25,-0.05,20.04,53.8,63.5732,596.93,757.21
2014-01-06,Бельгія,5.4169,145.0,61.82,0.23,19.79,0.0,8.7617,88.76,182.06
2014-01-06,Болгарія,3.9296,27.0,62.67,-0.47,0.0,29.5,6.27,34.1,36.2
2014-01-06,Великобританія,1.9696,701.0,100.0,1.33,24.24,0.0,1.8197,0.0,52.36
2014-01-06,Данія,11.0153,33.0,91.86,-0.37,2.26,46.9,11.991,100.95,195.13
2014-01-06,Ірландія,,43.0,,,,,,,
2014-01-06,Іспанія,22.0488,275.0,75.66,-0.14,0.0,40.9,29.1409,141.63,162.72
2014-01-06,Італія,130.6934,590.0,75.12,-0.22,0.0,374.7,173.99,1419.17,2456.25
2014-01-06,Латвія,17.827,13.0,73.61,-0.39,0.0,95.6,24.219,0.0,279.91
2014-01-06,Нідерланди,92.0075,345.0,87.59,-0.12,25.17,147.6,105.042,769.6,2266.15
2014-01-06,Німеччина,138.3025,739.0,72.79,-0.17,38.68,363.8,189.9934,2655.69,4670.86
2014-01-06,Польща,17.8917,170.0,89.03,-0.06,8.58,20.0,20.096,226.12,402.6
2014-01-06,Португалія,1.6329,41.0,82.03,0.0,0.0,0.0,1.9906,23.28,83.81
2014-01-06,Румунія,19.341,109.0,63.6,-0.51,0.0,154.0,30.4118,201.19,289.11
2014-01-06,Словаччина,20.5851,44.0,64.27,-0.24,12.51,88.0,32.0286,337.66,416.66
2014-01-06,Угорщина,21.7739,81.0,32.44,-0.16,0.0,104.4,67.1254,473.13,832.72
2014-01-06,Франція,76.5188,379.0,56.55,-0.23,141.29,453.3,135.3228,1222.09,2406.9
2014-01-06,Хорватія,,23.0,,,,,,,
2014-01-06,Чеська Республіка,20.6637,72.0,72.26,-0.58,31.75,196.2,28.5965,312.14,425.84
2014-01-06,Швеція,,8.0,,,,,,,
2014-01-07,Австрія,35.6367,75.0,56.06,-0.19,0.23,123.4,63.5732,596.93,757.21
2014-01-07,Бельгія,5.4652,145.0,61.98,-0.12,0.0,10.3,8.8172,89.32,183.21
2014-01-07,Болгарія,3.9,27.0,62.2,-0.47,0.0,29.6,6.27,34.1,36.2
2014-01-07,Великобританія,2.0301,701.0,100.0,3.33,60.53,0.0,1.8197,0.0,0.0
2014-01-07,Данія,11.0053,33.0,91.78,-0.08,6.18,16.2,11.991,100.95,195.13
2014-01-07,Ірландія,,43.0,,,,,,,
2014-01-07,Іспанія,22.0078,275.0,75.52,-0.14,0.0,41.1,29.1409,141.63,162.72
2014-01-07,Італія,129.7741,590.0,74.59,-0.53,0.0,919.3,173.99,1419.17,2456.25
2014-01-07,Латвія,17.7292,13.0,73.2,-0.4,0.0,97.8,24.219,0.0,279.91
2014-01-07,Нідерланди,92.0083,345.0,87.59,0.0,63.52,62.7,105.042,769.6,2266.15
2014-01-07,Німеччина,138.0669,739.0,72.67,-0.12,27.1,263.4,189.9934,2655.66,4670.86
2014-01-07,Польща,17.8693,170.0,88.92,-0.11,8.35,30.7,20.096,226.12,402.6
2014-01-07,Португалія,1.6329,41.0,82.03,0.0,0.0,0.0,1.9906,23.28,83.81
2014-01-07,Румунія,19.1702,109.0,63.04,-0.56,0.0,170.8,30.4118,201.19,289.11
2014-01-07,Словаччина,20.495,44.0,63.99,-0.28,6.55,96.7,32.0286,337.66,416.66
2014-01-07,Угорщина,21.6394,81.0,32.24,-0.2,0.0,134.5,67.1254,473.13,832.72
2014-01-07,Франція,76.2273,379.0,56.33,-0.22,162.33,454.1,135.3228,1222.09,2406.9
2014-01-07,Хорватія,,23.0,,,,,,,
2014-01-07,Чеська Республіка,20.5117,72.0,71.73,-0.53,6.57,158.6,28.5965,312.14,425.84
2014-01-07,Швеція,,8.0,,,,,,,
2014-01-08,Австрія,35.4993,75.0,55.84,-0.22,8.01,145.5,63.5732,596.93,757.21
2014-01-08,Бельгія,5.4762,145.0,61.98,0.0,0.03,0.0,8.8356,89.5,183.6
2014-01-08,Болгарія,3.8705,27.0,61.73,-0.47,0.0,29.6,6.27,34.1,36.2
2014-01-08,Великобританія,2.0411,701.0,100.0,0.6,10.99,0.0,1.8197,0.0,0.0
2014-01-08,Данія,11.0043,33.0,91.77,-0.01,19.22,20.2,11.991,100.95,195.13
2014-01-08,Ірландія,,43.0,,,,,,,
2014-01-08,Іспанія,21.9491,275.0,75.32,-0.2,0.0,58.7,29.1409,141.63,162.72
2014-01-08,Італія,128.8874,590.0,74.08,-0.51,0.0,886.7,173.99,1419.17,2456.25
2014-01-08,Латвія,17.6339,13.0,72.81,-0.39,0.0,95.2,24.219,0.0,279.91
2014-01-08,Нідерланди,91.9288,345.0,87.52,-0.08,47.49,127.0,105.042,769.6,2266.15
2014-01-08,Німеччина,137.7634,739.0,72.51,-0.16,24.24,327.3,189.9934,2655.67,4670.86
2014-01-08,Польща,17.846,170.0,88.8,-0.12,8.78,32.1,20.096,226.12,402.6
2014-01-08,Португалія,1.6329,41.0,82.03,0.0,0.0,0.0,1.9906,23.28,83.81
2014-01-08,Румунія,19.0001,109.0,62.48,-0.55,0.0,168.7,30.4118,201.19,289.11
2014-01-08,Словаччина,20.3725,44.0,63.61,-0.38,0.72,123.2,32.0286,337.66,416.66
2014-01-08,Угорщина,21.4979,81.0,32.03,-0.21,0.0,141.5,67.1254,473.13,832.72
2014-01-08,Франція,76.0051,379.0,56.17,-0.17,174.89,398.6,135.3228,1222.09,2406.9
2014-01-08,Хорватія,,23.0,,,,,,,
2014-01-08,Чеська Республіка,20.3889,72.0,71.3,-0.43,0.0,122.8,28.5965,312.14,425.84
2014-01-08,Швеція,,8.0,,,,,,,
2014-01-09,Австрія,35.3584,75.0,55.62,-0.22,8.72,149.6,63.5732,596.93,757.21
2014-01-09,Бельгія,5.4847,145.0,61.96,-0.01,0.0,0.9,8.8514,89.66,183.93
2014-01-09,Болгарія,3.8409,27.0,61.26,-0.47,0.0,29.6,6.27,34.1,36.2
2014-01-09,Великобританія,2.0411,701.0,100.0,0.0,0.0,0.0,1.8197,0.0,0.0
2014-01-09,Данія,11.0028,33.0,91.76,0.0,10.52,10.5,11.991,100.95,195.13
2014-01-09,Ірландія,,43.0,,,,,,,
2014-01-09,Іспанія,21.8717,275.0,75.06,-0.27,0.0,77.4,29.1409,141.63,162.72
2014-01-09,Італія,128.0586,590.0,73.6,-0.48,0.0,828.8,173.99,1419.17,2456.25
2014-01-09,Латвія,17.5388,13.0,72.42,-0.39,0.0,95.2,24.219,0.0,279.91
2014-01-09,Нідерланди,91.8693,345.0,87.46,-0.06,80.85,140.5,105.042,769.6,2266.15
2014-01-09,Німеччина,137.5351,739.0,72.39,-0.12,16.03,243.7,189.9934,2655.71,4670.86
2014-01-09,Польща,17.8124,170.0,88.64,-0.17,8.71,42.3,20.096,226.12,402.6
2014-01-09,Португалія,1.6329,41.0,82.03,0.0,0.0,0.0,1.9906,23.28,83.81
2014-01-09,Румунія,18.8341,109.0,61.93,-0.54,0.0,165.2,30.4118,201.19,289.11
2014-01-09,Словаччина,20.2522,44.0,63.23,-0.38,0.18,120.5,32.0286,337.66,416.66
2014-01-09,Угорщина,21.3622,81.0,31.82,-0.2,0.0,135.7,67.1254,473.13,832.72
2014-01-09,Франція,75.7761,379.0,56.0,-0.17,179.62,407.1,135.3228,1222.09,2406.9
2014-01-09,Хорватія,,23.0,,,,,,,
2014-01-09,Чеська Республіка,20.2671,72.0,70.87,-0.43,14.29,136.1,28.5965,312.14,425.84
2014-01-09,Швеція,,8.0,,,,,,,
2014-01-10,Австрія,35.2468,75.0,55.44,-0.18,10.43,122.0,63.5732,596.93,757.21
2014-01-10,Бельгія,5.4707,145.0,61.77,-0.27,0.0,24.2,8.8571,89.72,184.04
2014-01-10,Болгарія,3.8112,27.0,60.78,-0.47,0.0,29.7,6.27,34.1,36.2
2014-01-10,Великобританія,2.0411,701.0,100.0,0.0,0.0,0.0,1.8197,0.0,0.0
2014-01-10,Данія,10.996,33.0,91.7,-0.06,7.13,13.9,11.991,100.95,195.13
2014-01-10,Ірландія,,43.0,,,,,,,
2014-01-10,Іспанія,21.7848,275.0,74.76,-0.3,0.0,86.9,29.1409,141.63,162.72
2014-01-10,Італія,127.2711,590.0,73.15,-0.45,0.0,787.6,173.99,1419.17,2456.25
2014-01-10,Латвія,17.4388,13.0,72.0,-0.41,0.0,99.9,24.219,0.0,279.91
2014-01-10,Нідерланди,91.7493,345.0,87.35,-0.11,47.35,167.4,105.042,769.6,2266.15
2014-01-10,Німеччина,137.1952,739.0,72.21,-0.18,18.88,357.0,189.9934,2655.71,4670.86
2014-01-10,Польща,17.7736,170.0,88.44,-0.19,8.43,47.3,20.096,226.12,402.6
2014-01-10,Португалія,1.6329,41.0,82.03,0.0,0.0,0.0,1.9906,23.28,83.81
2014-01-10,Румунія,18.678,109.0,61.42,-0.51,0.0,155.9,30.4118,201.19,289.11
2014-01-10,Словаччина,20.1425,44.0,62.89,-0.34,2.72,112.3,32.0286,337.66,416.66
2014-01-10,Угорщина,21.2146,81.0,31.6,-0.22,0.0,147.7,67.1254,473.13,832.72
2014-01-10,Франція,75.3757,379.0,55.7,-0.3,84.41,484.8,135.3228,1222.09,2406.9
2014-01-10,Хорватія,,23.0,,,,,,,
2014-01-10,Чеська Республіка,20.1086,72.0,70.32,-0.55,29.78,188.3,28.5965,312.14,425.84
2014-01-10,Швеція,,8.0,,,,,,,
2014-01-11,Австрія,35.2265,75.0,55.41,-0.03,29.59,49.9,63.5732,596.93,757.21
2014-01-11,Бельгія,5.4608,145.0,61.61,-0.03,0.0,3.0,8.8633,89.78,184.17
2014-01-11,Болгарія,3.7814,27.0,60.31,-0.47,0.0,29.8,6.27,34.1,36.2
2014-01-11,Великобританія,2.0521,701.0,100.0,0.6,10.94,0.0,1.8197,0.0,0.0
2014-01-11,Данія,10.9685,33.0,91.47,-0.23,1.25,28.8,11.991,100.95,195.13
2014-01-11,Ірландія,,43.0,,,,,,,
2014-01-11,Іспанія,21.6838,275.0,74.41,-0.35,0.0,101.0,29.1409,141.63,162.72
2014-01-11,Італія,126.8657,590.0,72.92,-0.23,0.0,405.3,173.99,1419.17,2456.25
2014-01-11,Латвія,17.3345,13.0,71.57,-0.43,0.0,104.3,24.219,0.0,279.91
2014-01-11,Нідерланди,91.5593,345.0,87.16,-0.18,47.11,237.1,105.042,769.6,2266.15
2014-01-11,Німеччина,136.839,739.0,72.02,-0.19,34.37,389.9,189.9934,2655.71,4670.86
2014-01-11,Польща,17.7285,170.0,88.22,-0.22,7.96,53.1,20.096,226.12,402.6
2014-01-11,Португалія,1.6329,41.0,82.03,0.0,0.0,0.0,1.9906,23.28,83.81
2014-01-11,Румунія,18.5392,109.0,60.96,-0.46,0.0,138.8,30.4118,201.19,289.11
2014-01-11,Словаччина,20.0488,44.0,62.6,-0.29,8.75,102.5,32.0286,337.66,416.66
2014-01-11,Угорщина,21.0752,81.0,31.4,-0.21,0.0,139.4,67.1254,473.13,832.72
2014-01-11,Франція,75.0994,379.0,55.5,-0.2,141.33,417.6,135.3228,1222.09,2406.9
2014-01-11,Хорватія,,23.0,,,,,,,
2014-01-11,Чеська Республіка,19.9454,72.0,69.75,-0.57,39.81,202.9,28.5965,312.14,425.84
2014-01-11,Швеція,,8.0,,,,,,,
2014-01-12,Австрія,35.1634,75.0,55.31,-0.1,19.16,82.3,63.5732,596.93,757.21
2014-01-12,Бельгія,5.4569,145.0,61.59,0.0,0.0,0.3,8.8604,89.75,184.11
2014-01-12,Болгарія,3.7519,27.0,59.84,-0.47,0.0,29.6,6.27,34.1,36.2
2014-01-12,Великобританія,2.0521,701.0,100.0,0.0,0.0,0.0,1.8197,0.0,0.0
2014-01-12,Данія,10.9317,33.0,91.17,-0.31,0.84,37.6,11.991,100.95,195.13
2014-01-12,Ірландія,,43.0,,,,,,,
2014-01-12,Іспанія,21.5964,275.0,74.11,-0.3,0.0,87.4,29.1409,141.63,162.72
2014-01-12,Італія,126.5065,590.0,72.71,-0.21,0.0,359.3,173.99,1419.17,2456.25
2014-01-12,Латвія,17.2249,13.0,71.12,-0.45,0.0,109.6,24.219,0.0,279.91
2014-01-12,Нідерланди,91.3771,345.0,86.99,-0.17,50.19,232.4,105.042,769.6,2266.15
2014-01-12,Німеччина,136.4177,739.0,71.8,-0.22,39.35,460.9,189.9934,2655.68,4670.86
2014-01-12,Польща,17.6815,170.0,87.99,-0.23,8.48,55.5,20.096,226.12,402.6
2014-01-12,Португалія,1.6329,41.0,82.03,0.0,0.0,0.0,1.9906,23.28,83.81
2014-01-12,Румунія,18.4307,109.0,60.6,-0.36,0.0,108.5,30.4118,201.19,289.11
2014-01-12,Словаччина,19.9458,44.0,62.28,-0.32,4.32,107.2,32.0286,337.66,416.66
2014-01-12,Угорщина,20.945,81.0,31.2,-0.19,0.0,130.1,67.1254,473.13,832.72
2014-01-12,Франція,74.7798,379.0,55.26,-0.24,128.22,449.3,135.3228,1222.09,2406.9
2014-01-12,Хорватія,,23.0,,,,,,,
2014-01-12,Чеська Республіка,19.804,72.0,69.25,-0.49,47.3,188.7,28.5965,312.14,425.84
2014-01-12,Швеція,,8.0,,,,,,,
2014-01-13,Австрія,34.8675,75.0,54.85,-0.47,0.46,296.3,63.5732,596.93,757.21
2014-01-13,Бельгія,5.4662,145.0,61.58,-0.55,0.0,48.4,8.8765,89.92,184.45
2014-01-13,Болгарія,3.7224,27.0,59.37,-0.47,0.0,29.5,6.27,34.1,36.2
2014-01-13,Великобританія,2.0351,701.0,100.0,-0.93,0.0,16.9,1.8197,0.0,0.0
2014-01-13,Данія,10.8232,33.0,90.26,-0.9,0.06,108.5,11.991,100.95,195.13
2014-01-13,Ірландія,,43.0,,,,,,,
2014-01-13,Іспанія,21.5453,275.0,73.93,-0.18,0.0,51.1,29.1409,141.63,162.72
2014-01-13,Італія,125.58,590.0,72.18,-0.53,0.0,926.5,173.99,1419.17,2456.25
2014-01-13,Латвія,17.0864,13.0,70.55,-0.57,0.0,138.5,24.219,0.0,279.91
2014-01-13,Нідерланди,91.1663,345.0,86.79,-0.2,55.97,266.7,105.042,769.6,2266.15
2014-01-13,Німеччина,135.7395,739.0,71.44,-0.36,13.83,692.3,189.9934,2655.62,4670.86
2014-01-13,Польща,17.6359,170.0,87.76,-0.23,4.28,49.9,20.096,226.12,402.6
2014-01-13,Португалія,1.6329,41.0,82.03,0.0,0.0,0.0,1.9906,23.28,83.81
2014-01-13,Румунія,18.2784,109.0,60.1,-0.5,0.0,152.3,30.4118,201.19,289.11
2014-01-13,Словаччина,19.7635,44.0,61.71,-0.47,1.69,151.0,32.0286,337.66,416.66
2014-01-13,Угорщина,20.7951,81.0,30.98,-0.22,0.0,149.9,67.1254,473.13,832.72
2014-01-13,Франція,74.3838,379.0,54.97,-0.29,102.98,498.1,135.3228,1222.09,2406.9
2014-01-13,Хорватія,,23.0,,,,,,,
2014-01-13,Чеська Республіка,19.6293,72.0,68.64,-0.61,33.24,207.9,28.5965,312.14,425.84
2014-01-13,Швеція,,8.0,,,,,,,
2014-01-14,Австрія,34.6546,75.0,54.51,-0.33,3.66,216.5,63.5732,596.93,757.21
2014-01-14,Бельгія,5.4217,145.0,61.03,-0.39,0.0,34.4,8.8839,89.99,184.6
2014-01-14,Болгарія,3.6929,27.0,58.9,-0.47,0.0,29.5,6.27,34.1,36.2
2014-01-14,Великобританія,1.9156,701.0,100.0,-6.57,0.0,119.6,1.8197,0.0,0.0
2014-01-14,Данія,10.7349,33.0,89.52,-0.74,0.14,88.5,11.991,100.95,195.13
2014-01-14,Ірландія,,43.0,,,,,,,
2014-01-14,Іспанія,21.5207,275.0,73.85,-0.08,0.0,24.6,29.1409,141.63,162.72
2014-01-14,Італія,124.4851,590.0,71.55,-0.63,0.0,1094.8,173.99,1419.17,2456.25
2014-01-14,Латвія,16.9486,13.0,69.98,-0.57,0.0,137.8,24.219,0.0,279.91
2014-01-14,Нідерланди,90.9536,345.0,86.59,-0.2,65.37,278.1,105.042,769.6,2266.15
2014-01-14,Німеччина,135.1177,739.0,71.12,-0.33,26.6,650.1,189.9934,2655.52,4670.86
2014-01-14,Польща,17.5781,170.0,87.47,-0.29,0.0,57.8,20.096,226.12,402.6
2014-01-14,Португалія,1.6077,41.0,80.77,-1.28,0.0,25.5,1.9906,23.28,83.81
2014-01-14,Румунія,18.1029,109.0,59.53,-0.58,0.0,175.5,30.4118,201.19,289.11
2014-01-14,Словаччина,19.6598,44.0,61.38,-0.43,0.0,136.7,32.0286,337.66,416.66
2014-01-14,Угорщина,20.654,81.0,30.77,-0.21,0.0,141.1,67.1254,473.13,832.72
2014-01-14,Франція,73.7927,379.0,54.53,-0.44,20.0,611.6,135.3228,1222.09,2406.9
2014-01-14,Хорватія,,23.0,,,,,,,
2014-01-14,Чеська Республіка,19.4631,72.0,68.06,-0.58,28.41,194.7,28.5965,312.14,425.84
2014-01-14,Швеція,,8.0,,,,,,,
2014-01-15,Австрія,34.4355,75.0,54.17,-0.34,7.09,226.3,63.5732,596.93,757.21
2014-01-15,Бельгія,5.3919,145.0,60.67,-0.57,0.0,50.5,8.8876,90.03,184.68
2014-01-15,Болгарія,3.6635,27.0,58.43,-0.47,0.0,29.4,6.27,34.1,36.2
2014-01-15,Великобританія,1.9002,701.0,100.0,-0.84,0.0,15.4,1.8197,0.0,161.51
2014-01-15,Данія,10.6964,33.0,89.2,-0.32,7.2,45.7,11.991,100.95,195.13
2014-01-15,Ірландія,,43.0,,,,,,,
2014-01-15,Іспанія,21.5075,275.0,73.81,-0.05,0.0,13.2,29.1409,141.63,162.72
2014-01-15,Італія,123.4073,590.0,70.93,-0.62,0.0,1077.9,173.99,1419.17,2456.25
2014-01-15,Латвія,16.8023,13.0,69.38,-0.6,0.0,146.4,24.219,0.0,279.91
2014-01-15,Нідерланди,90.5818,345.0,86.23,-0.34,55.11,412.2,105.042,769.6,2266.15
2014-01-15,Німеччина,134.6292,739.0,70.86,-0.26,28.08,516.8,189.9934,2655.44,4670.86
2014-01-15,Польща,17.5204,170.0,87.18,-0.29,0.0,57.6,20.096,226.12,402.6
2014-01-15,Португалія,1.6061,41.0,80.69,-0.12,3.96,6.4,1.9906,23.28,83.81
2014-01-15,Румунія,17.9234,109.0,58.94,-0.59,0.0,179.4,30.4118,201.19,289.11
2014-01-15,Словаччина,19.5155,44.0,60.93,-0.45,1.11,145.4,32.0286,337.66,416.66
2014-01-15,Угорщина,20.5123,81.0,30.56,-0.21,0.0,141.7,67.1254,473.13,832.72
2014-01-15,Франція,73.2484,379.0,54.13,-0.4,46.08,590.2,135.3228,1222.09,2406.9
2014-01-15,Хорватія,,23.0,,,,,,,
2014-01-15,Чеська Республіка,19.3023,72.0,67.5,-0.56,5.51,166.2,28.5965,312.14,425.84
2014-01-15,Швеція,,8.0,,,,,,,
2014-01-16,Австрія,34.2438,75.0,53.87,-0.3,0.97,192.6,63.5732,596.93,757.21
2014-01-16,Бельгія,5.3372,145.0,60.03,-0.52,0.0,46.4,8.8901,90.06,184.73
2014-01-16,Болгарія,3.634,27.0,57.96,-0.47,0.0,29.5,6.27,34.1,36.2
2014-01-16,Великобританія,1.8786,701.0,100.0,-1.19,0.0,21.6,1.8197,0.0,220.14
2014-01-16,Данія,10.642,33.0,88.75,-0.45,3.48,57.8,11.991,100.95,195.13
2014-01-16,Ірландія,,43.0,,,,,,,
2014-01-16,Іспанія,21.4944,275.0,73.76,-0.04,0.0,13.1,29.1409,141.63,162.72
2014-01-16,Італія,122.2877,590.0,70.28,-0.64,0.0,1119.6,173.99,1419.17,2456.25
2014-01-16,Латвія,16.6473,13.0,68.74,-0.64,0.0,154.9,24.219,0.0,279.91
2014-01-16,Нідерланди,90.3723,345.0,86.03,-0.2,48.89,258.4,105.042,769.6,2266.15
2014-01-16,Німеччина,134.2818,739.0,70.68,-0.18,25.85,373.5,189.9934,2655.38,4670.86
2014-01-16,Польща,17.4632,170.0,86.9,-0.28,0.0,57.2,20.096,226.12,402.6
2014-01-16,Португалія,1.5701,41.0,78.88,-1.81,0.0,36.0,1.9906,23.28,83.81
2014-01-16,Румунія,17.7514,109.0,58.37,-0.57,0.0,172.1,30.4118,201.19,289.11
2014-01-16,Словаччина,19.3738,44.0,60.49,-0.44,0.97,142.7,32.0286,337.66,416.66
2014-01-16,Угорщина,20.3764,81.0,30.36,-0.2,0.0,135.9,67.1254,473.13,832.72
2014-01-16,Франція,72.8016,379.0,53.8,-0.33,55.59,500.6,135.3228,1222.09,2406.9
2014-01-16,Хорватія,,23.0,,,,,,,
2014-01-16,Чеська Республіка,19.1233,72.0,66.87,-0.63,0.0,179.0,28.5965,312.14,425.84
2014-01-16,Швеція,,8.0,,,,,,,
2014-01-17,Австрія,34.0999,75.0,53.64,-0.23,15.6,159.5,63.5732,596.93,757.21
2014-01-17,Бельгія,5.3,145.0,59.6,-0.49,0.0,43.1,8.8922,90.08,184.77
2014-01-17,Болгарія,3.6045,27.0,57.49,-0.47,0.0,29.5,6.27,34.1,36.2
2014-01-17,Великобританія,1.8907,701.0,100.0,0.67,12.16,0.0,1.8197,238.33,238.33
