date,hub_name,price_with_vat,price_without_vat
2018-08-10,TTF,10712.31,8926.92
2018-08-10,Gaspool,10613.59,8844.66
2018-08-10,NCG,10514.87,8762.39
2018-08-10,CEGH,10846.57,9038.81
2018-08-13,TTF,10839.03,9032.52
2018-08-13,Gaspool,10635.11,8862.59
2018-08-13,NCG,10752.76,8960.63
2018-08-13,CEGH,10854.72,9045.6
2018-08-14,TTF,10810.32,9008.6
2018-08-14,Gaspool,10880.83,9067.36
2018-08-14,NCG,10771.14,8975.95
2018-08-14,CEGH,11053.21,9211.01
2018-08-15,TTF,10799.3,8999.42
2018-08-15,Gaspool,10917.35,9097.79
2018-08-15,NCG,10791.43,8992.86
2018-08-15,CEGH,11180.99,9317.49
2018-08-16,TTF,10808.14,9006.78
2018-08-16,Gaspool,10788.62,8990.52
2018-08-16,NCG,10823.76,9019.8
2018-08-16,CEGH,10913.56,9094.63
2018-08-17,TTF,11126.18,9271.82
2018-08-17,Gaspool,11066.88,9222.4
2018-08-17,NCG,11126.18,9271.82
2018-08-17,CEGH,11268.48,9390.4
2018-08-20,TTF,11265.76,9388.13
2018-08-20,Gaspool,11357.59,9464.66
2018-08-20,NCG,11249.79,9374.82
2018-08-20,CEGH,11437.45,9531.21
2018-08-21,TTF,11223.58,9352.98
2018-08-21,Gaspool,11394.46,9495.38
2018-08-21,NCG,11243.45,9369.54
2018-08-21,CEGH,11326.9,9439.08
2018-08-22,TTF,11478.6,9565.5
2018-08-22,Gaspool,11526.65,9605.54
2018-08-22,NCG,11426.55,9522.12
2018-08-22,CEGH,11566.7,9638.92
2018-08-23,TTF,11751.4,9792.83
2018-08-23,Gaspool,11649.66,9708.05
2018-08-23,NCG,11718.85,9765.71
2018-08-23,CEGH,11832.8,9860.67
2018-08-27,CEGH,11969.17,9974.31
2018-08-28,TTF,12134.69,10112.24
2018-08-28,Gaspool,11971.67,9976.39
2018-08-28,NCG,12134.69,10112.24
2018-08-28,CEGH,12053.18,10044.32
2018-08-29,TTF,12511.93,10426.61
2018-08-29,Gaspool,12305.57,10254.64
2018-08-29,NCG,12524.31,10436.92
2018-08-29,CEGH,12363.35,10302.79
2018-08-30,TTF,12468.67,10390.56
2018-08-30,Gaspool,12386.29,10321.91
2018-08-30,NCG,12435.71,10363.09
2018-08-30,CEGH,12641.66,10534.72
2018-08-31,TTF,12428.81,10357.34
2018-08-31,Gaspool,12491.13,10409.27
2018-08-31,NCG,12374.81,10312.34
2018-08-31,CEGH,12682.22,10568.52
2018-09-03,TTF,12558.18,10465.15
2018-09-03,Gaspool,12392.79,10327.32
2018-09-03,NCG,12537.51,10447.92
2018-09-03,CEGH,12516.84,10430.7
2018-09-04,TTF,12821.35,10684.46
2018-09-04,Gaspool,12510.91,10425.76
2018-09-04,NCG,12705.45,10587.87
2018-09-04,CEGH,12742.7,10618.92
2018-09-05,TTF,12926.25,10771.87
2018-09-05,Gaspool,12773.11,10644.26
2018-09-05,NCG,12905.56,10754.63
2018-09-05,CEGH,12934.53,10778.77
2018-09-06,TTF,13014.22,10845.18
2018-09-06,Gaspool,12869.52,10724.6
2018-09-06,NCG,13014.22,10845.18
2018-09-06,CEGH,13113.45,10927.87
2018-09-07,TTF,13294.17,11078.47
2018-09-07,Gaspool,12972.38,10810.32
2018-09-07,NCG,13294.17,11078.47
2018-09-07,CEGH,13232.29,11026.91
2018-09-10,TTF,13696.35,11413.62
2018-09-10,Gaspool,13168.38,10973.65
2018-09-10,NCG,13683.97,11403.31
2018-09-10,CEGH,13403.49,11169.57
2018-09-11,TTF,13418.24,11181.87
2018-09-11,Gaspool,13664.22,11386.85
2018-09-11,NCG,13397.74,11164.78
2018-09-11,CEGH,13783.12,11485.93
2018-09-12,TTF,12922.19,10768.49
2018-09-12,Gaspool,13281.72,11068.1
2018-09-12,NCG,12881.33,10734.44
2018-09-12,CEGH,13637.16,11364.3
2018-09-13,TTF,12473.74,10394.78
2018-09-13,Gaspool,12820.48,10683.73
2018-09-13,NCG,12506.37,10421.97
2018-09-13,CEGH,12991.81,10826.51
2018-09-14,TTF,12842.57,10702.14
2018-09-14,Gaspool,12637.25,10531.04
2018-09-14,NCG,12739.91,10616.59
2018-09-14,CEGH,12842.57,10702.14
2018-09-17,TTF,13051.95,10876.62
2018-09-17,Gaspool,12845.23,10704.36
2018-09-17,NCG,13064.35,10886.96
2018-09-17,CEGH,13109.83,10924.86
2018-09-18,TTF,12958.92,10799.1
2018-09-18,Gaspool,13041.4,10867.83
2018-09-18,NCG,12868.18,10723.48
2018-09-18,CEGH,13346.6,11122.17
2018-09-19,TTF,13349.7,11124.75
2018-09-19,Gaspool,12902.89,10752.41
2018-09-19,NCG,13391.07,11159.22
2018-09-19,CEGH,13200.76,11000.63
2018-09-20,TTF,13293.73,11078.11
2018-09-20,Gaspool,13268.99,11057.49
2018-09-20,NCG,13281.36,11067.8
2018-09-20,CEGH,13442.12,11201.77
2018-09-21,TTF,13498.78,11248.98
2018-09-21,Gaspool,13283.01,11069.17
2018-09-21,NCG,13544.42,11287.02
2018-09-21,CEGH,13689.65,11408.04
2018-09-24,TTF,13886.18,11571.82
2018-09-24,Gaspool,13479.87,11233.22
2018-09-24,NCG,13964.95,11637.46
2018-09-24,CEGH,13778.38,11481.98
2018-09-25,TTF,13863.73,11553.11
2018-09-25,Gaspool,14100.74,11750.62
2018-09-25,NCG,13976.0,11646.67
2018-09-25,CEGH,13996.79,11663.99
2018-09-26,TTF,13312.21,11093.51
2018-09-26,Gaspool,13768.95,11474.12
2018-09-26,NCG,13353.73,11128.11
2018-09-26,CEGH,13918.42,11598.68
2018-09-27,TTF,13078.77,10898.97
2018-09-27,Gaspool,13369.28,11141.07
2018-09-27,NCG,13078.77,10898.97
2018-09-27,CEGH,13452.28,11210.23
2018-09-28,TTF,12910.35,10758.62
2018-09-28,Gaspool,13118.47,10932.06
2018-09-28,NCG,13056.03,10880.02
2018-09-28,CEGH,13101.82,10918.18
2018-10-01,TTF,12840.07,10700.06
2018-10-01,Gaspool,12757.84,10631.53
2018-10-01,NCG,12881.19,10734.32
2018-10-01,CEGH,12971.64,10809.7
2018-10-02,TTF,12722.77,10602.31
2018-10-02,Gaspool,12936.69,10780.57
2018-10-02,NCG,12693.97,10578.31
2018-10-02,CEGH,13109.47,10924.56
2018-10-03,TTF,12725.53,10604.61
2018-10-03,Gaspool,12643.51,10536.26
2018-10-03,NCG,12676.32,10563.6
2018-10-03,CEGH,12782.94,10652.45
2018-10-04,TTF,12750.57,10625.47
2018-10-04,Gaspool,12668.39,10556.99
2018-10-04,NCG,12771.12,10642.6
2018-10-04,CEGH,12943.69,10786.41
2018-10-05,TTF,12778.94,10649.12
2018-10-05,Gaspool,12880.73,10733.94
2018-10-05,NCG,12901.09,10750.91
2018-10-05,CEGH,13011.03,10842.52
2018-10-08,TTF,12559.6,10466.33
2018-10-08,Gaspool,12742.3,10618.58
2018-10-08,NCG,12620.5,10517.08
2018-10-08,CEGH,13083.34,10902.78
2018-10-09,TTF,12337.02,10280.85
2018-10-09,Gaspool,12571.95,10476.62
2018-10-09,NCG,12490.94,10409.12
2018-10-09,CEGH,12871.69,10726.41
2018-10-10,TTF,11970.82,9975.68
2018-10-10,Gaspool,12273.4,10227.83
2018-10-10,NCG,12059.58,10049.65
2018-10-10,CEGH,12600.19,10500.16
2018-10-11,TTF,11658.9,9715.75
2018-10-11,Gaspool,12091.82,10076.52
2018-10-11,NCG,11881.43,9901.19
2018-10-11,CEGH,12334.58,10278.82
2018-10-12,TTF,11956.48,9963.73
2018-10-12,Gaspool,11948.34,9956.95
2018-10-12,NCG,12241.36,10201.13
2018-10-12,CEGH,12159.96,10133.3
2018-10-16,TTF,12004.51,10003.76
2018-10-16,Gaspool,12166.95,10139.12
2018-10-16,NCG,12093.85,10078.21
2018-10-16,CEGH,12447.18,10372.65
2018-10-17,TTF,11945.13,9954.27
2018-10-17,Gaspool,12128.1,10106.75
2018-10-17,NCG,12067.11,10055.92
2018-10-17,CEGH,12412.72,10343.93
2018-10-18,TTF,11810.04,9841.7
2018-10-18,Gaspool,11793.87,9828.22
2018-10-18,NCG,11903.06,9919.22
2018-10-18,CEGH,12299.38,10249.48
2018-10-19,TTF,12293.85,10244.87
2018-10-19,Gaspool,11868.32,9890.27
2018-10-19,NCG,12374.9,10312.42
2018-10-19,CEGH,12188.48,10157.07
2018-10-22,TTF,11773.0,9810.83
2018-10-22,Gaspool,12422.8,10352.33
2018-10-22,NCG,12065.41,10054.51
2018-10-22,CEGH,12707.09,10589.24
2018-10-23,TTF,11624.46,9687.05
2018-10-23,Gaspool,11847.49,9872.91
2018-10-23,NCG,11977.25,9981.04
2018-10-23,CEGH,12334.1,10278.42
2018-10-24,TTF,11807.88,9839.9
2018-10-24,Gaspool,11828.18,9856.82
2018-10-24,NCG,11929.67,9941.39
2018-10-24,CEGH,12140.76,10117.3
2018-10-25,TTF,11503.89,9586.57
2018-10-25,Gaspool,11766.3,9805.25
2018-10-25,NCG,11685.55,9737.96
2018-10-25,CEGH,11867.22,9889.35
2018-10-26,TTF,11348.56,9457.13
2018-10-26,Gaspool,11722.46,9768.72
2018-10-26,NCG,11702.14,9751.78
2018-10-26,CEGH,11840.32,9866.93
2018-10-29,TTF,11510.76,9592.3
2018-10-29,Gaspool,11623.57,9686.31
2018-10-29,NCG,11776.68,9813.9
2018-10-29,CEGH,11478.53,9565.44
2018-10-30,TTF,11201.44,9334.53
2018-10-30,Gaspool,11721.66,9768.05
2018-10-30,NCG,11511.96,9593.3
2018-10-30,CEGH,11713.59,9761.32
2018-10-31,TTF,11045.01,9204.17
2018-10-31,Gaspool,11527.89,9606.57
2018-10-31,NCG,11145.61,9288.01
2018-10-31,CEGH,11467.53,9556.27
2018-11-01,TTF,10936.77,9113.97
2018-11-01,Gaspool,10996.75,9163.96
2018-11-01,NCG,11048.73,9207.27
2018-11-01,CEGH,11120.7,9267.25
2018-11-02,TTF,11142.65,9285.54
2018-11-02,Gaspool,11134.59,9278.82
2018-11-02,NCG,11162.8,9302.33
2018-11-02,CEGH,11017.7,9181.42
2018-11-05,TTF,11026.17,9188.47
2018-11-05,Gaspool,11316.73,9430.61
2018-11-05,NCG,11046.35,9205.29
2018-11-05,CEGH,11320.76,9433.97
2018-11-06,TTF,10904.63,9087.19
2018-11-06,Gaspool,11116.73,9263.94
2018-11-06,NCG,11024.69,9187.24
2018-11-06,CEGH,11080.72,9233.93
2018-11-07,TTF,11376.38,9480.32
2018-11-07,Gaspool,10954.92,9129.1
2018-11-07,NCG,11195.76,9329.8
2018-11-07,CEGH,11027.17,9189.31
2018-11-08,TTF,11308.22,9423.52
2018-11-08,Gaspool,11509.53,9591.27
2018-11-08,NCG,11549.79,9624.82
2018-11-08,CEGH,11445.11,9537.59
2018-11-09,TTF,11172.31,9310.26
2018-11-09,Gaspool,11432.86,9527.38
2018-11-09,NCG,11160.29,9300.24
2018-11-09,CEGH,11260.5,9383.75
2018-11-12,TTF,11748.93,9790.77
2018-11-12,Gaspool,11152.53,9293.77
2018-11-12,NCG,11629.65,9691.37
2018-11-12,CEGH,11112.77,9260.64
2018-11-13,TTF,11989.04,9990.87
2018-11-13,Gaspool,11574.36,9645.3
2018-11-13,NCG,12048.28,10040.23
2018-11-13,CEGH,11716.53,9763.77
2018-11-14,TTF,12050.37,10041.97
2018-11-14,Gaspool,12050.37,10041.97
2018-11-14,NCG,12160.97,10134.14
2018-11-14,CEGH,11999.02,9999.18
2018-11-15,TTF,12072.19,10060.16
2018-11-15,Gaspool,12052.43,10043.69
2018-11-15,NCG,12111.7,10093.08
2018-11-15,CEGH,11953.66,9961.38
2018-11-16,TTF,11737.61,9781.34
2018-11-16,Gaspool,12171.55,10142.96
2018-11-16,NCG,11887.51,9906.26
2018-11-16,CEGH,11954.58,9962.15
2018-11-19,TTF,11216.58,9347.15
2018-11-19,Gaspool,12027.66,10023.05
2018-11-19,NCG,11453.97,9544.97
2018-11-19,CEGH,11762.58,9802.15
2018-11-20,TTF,11429.24,9524.37
2018-11-20,Gaspool,11497.01,9580.84
2018-11-20,NCG,11556.8,9630.67
2018-11-20,CEGH,11233.92,9361.6
2018-11-21,TTF,11439.0,9532.5
2018-11-21,Gaspool,11582.43,9652.02
2018-11-21,NCG,11550.55,9625.46
2018-11-21,CEGH,11375.26,9479.38
2018-11-22,TTF,11483.72,9569.77
2018-11-22,Gaspool,11495.66,9579.72
2018-11-22,NCG,11662.88,9719.07
2018-11-22,CEGH,11340.39,9450.32
2018-11-23,TTF,11485.76,9571.47
2018-11-23,Gaspool,11477.81,9564.84
2018-11-23,NCG,11585.14,9654.28
2018-11-23,CEGH,11330.73,9442.27
2018-11-26,TTF,11337.92,9448.27
2018-11-26,Gaspool,11655.07,9712.56
2018-11-26,NCG,11508.39,9590.32
2018-11-26,CEGH,11306.21,9421.84
2018-11-27,TTF,11609.46,9674.55
2018-11-27,Gaspool,11561.67,9634.72
2018-11-27,NCG,11800.64,9833.87
2018-11-27,CEGH,11298.79,9415.66
2018-11-28,TTF,11352.82,9460.68
2018-11-28,Gaspool,11820.83,9850.69
2018-11-28,NCG,11500.82,9584.02
2018-11-28,CEGH,11444.82,9537.35
2018-11-29,TTF,11464.41,9553.67
2018-11-29,Gaspool,11524.53,9603.77
2018-11-29,NCG,11652.77,9710.64
2018-11-29,CEGH,11256.01,9380.01
2018-11-30,TTF,11452.59,9543.82
2018-11-30,Gaspool,11647.55,9706.29
2018-11-30,NCG,11444.46,9537.05
2018-11-30,CEGH,11675.99,9729.99
2018-12-03,TTF,11539.05,9615.87
2018-12-03,Gaspool,11438.35,9531.96
2018-12-03,NCG,11659.88,9716.57
2018-12-03,CEGH,11482.66,9568.88
2018-12-04,TTF,11203.42,9336.18
2018-12-04,Gaspool,11632.6,9693.83
2018-12-04,NCG,11371.88,9476.57
2018-12-04,CEGH,11668.7,9723.92
2018-12-05,TTF,11024.1,9186.75
2018-12-05,Gaspool,11386.95,9489.12
2018-12-05,NCG,11145.05,9287.54
2018-12-05,CEGH,11479.68,9566.4
2018-12-06,TTF,10635.01,8862.51
2018-12-06,Gaspool,11014.13,9178.44
2018-12-06,NCG,10774.69,8978.91
2018-12-06,CEGH,11109.91,9258.26
2018-12-07,TTF,10647.48,8872.9
2018-12-07,Gaspool,10838.33,9031.94
2018-12-07,NCG,10838.33,9031.94
2018-12-07,CEGH,10834.35,9028.62
2018-12-10,TTF,10529.06,8774.22
2018-12-10,Gaspool,10680.12,8900.1
2018-12-10,NCG,10795.39,8996.16
2018-12-10,CEGH,10862.97,9052.47
2018-12-11,TTF,10810.25,9008.54
2018-12-11,Gaspool,10890.0,9075.0
2018-12-11,NCG,11009.61,9174.67
2018-12-11,CEGH,10921.89,9101.57
2018-12-12,TTF,10902.2,9085.17
2018-12-12,Gaspool,11052.76,9210.63
2018-12-12,NCG,11132.0,9276.67
2018-12-12,CEGH,10989.37,9157.81
2018-12-13,TTF,11107.25,9256.04
2018-12-13,Gaspool,11257.88,9381.57
2018-12-13,NCG,11349.06,9457.55
2018-12-13,CEGH,11257.88,9381.57
2018-12-14,TTF,11226.03,9355.02
2018-12-14,Gaspool,11357.41,9464.51
2018-12-14,NCG,11417.13,9514.27
2018-12-14,CEGH,11218.07,9348.39
2018-12-17,TTF,11290.21,9408.51
2018-12-17,Gaspool,11436.24,9530.2
2018-12-17,NCG,11554.65,9628.87
2018-12-17,CEGH,11329.68,9441.4
2018-12-18,TTF,11332.33,9443.61
2018-12-18,Gaspool,11503.19,9585.99
2018-12-18,NCG,11578.68,9648.9
2018-12-18,CEGH,11431.67,9526.39
2018-12-19,TTF,11128.52,9273.77
2018-12-19,Gaspool,11263.86,9386.55
2018-12-19,NCG,11315.61,9429.67
2018-12-19,CEGH,11184.25,9320.21
2018-12-20,TTF,11209.67,9341.39
2018-12-20,Gaspool,11249.38,9374.48
2018-12-20,NCG,11384.42,9487.02
2018-12-20,CEGH,11364.56,9470.47
2018-12-21,TTF,11287.56,9406.3
2018-12-21,Gaspool,11382.78,9485.65
2018-12-21,NCG,11275.66,9396.38
2018-12-21,CEGH,11422.46,9518.72
2018-12-26,CEGH,11237.38,9364.48
2018-12-27,TTF,11132.4,9277.0
2018-12-27,Gaspool,11003.42,9169.52
2018-12-27,NCG,11218.38,9348.65
2018-12-27,CEGH,11151.94,9293.28
2018-12-28,TTF,10724.24,8936.87
2018-12-28,Gaspool,10692.85,8910.71
2018-12-28,NCG,10932.24,9110.2
2018-12-28,CEGH,10747.79,8956.49
2019-01-03,TTF,10365.31,8637.76
2019-01-03,Gaspool,10341.41,8617.84
2019-01-03,NCG,10488.83,8740.69
2019-01-03,CEGH,10369.3,8641.08
2019-01-04,TTF,9962.62,8302.18
2019-01-04,Gaspool,10084.22,8403.52
2019-01-04,NCG,10119.52,8432.93
2019-01-04,CEGH,10060.68,8383.9
2019-01-08,TTF,9605.45,8004.54
2019-01-08,Gaspool,9752.34,8126.95
2019-01-08,NCG,9859.53,8216.27
2019-01-08,CEGH,9934.95,8279.12
2019-01-09,TTF,10164.16,8470.13
2019-01-09,Gaspool,10293.05,8577.54
2019-01-09,NCG,10417.92,8681.6
2019-01-09,CEGH,10478.34,8731.95
2019-01-10,TTF,10087.47,8406.22
2019-01-10,Gaspool,10225.08,8520.9
2019-01-10,NCG,10366.74,8638.95
2019-01-10,CEGH,10277.7,8564.75
2019-01-11,TTF,10234.48,8528.73
2019-01-11,Gaspool,10328.71,8607.26
2019-01-11,NCG,10496.69,8747.24
2019-01-11,CEGH,10615.51,8846.26
2019-01-14,TTF,10227.36,8522.8
2019-01-14,Gaspool,10410.94,8675.78
2019-01-14,NCG,10472.13,8726.77
2019-01-14,CEGH,10606.76,8838.97
2019-01-15,TTF,10046.32,8371.93
2019-01-15,Gaspool,9933.27,8277.72
2019-01-15,NCG,10175.51,8479.59
2019-01-15,CEGH,10304.71,8587.26
2019-01-16,TTF,10080.77,8400.64
2019-01-16,Gaspool,10068.65,8390.54
2019-01-16,NCG,10351.64,8626.37
2019-01-16,CEGH,10408.24,8673.53
2019-01-17,TTF,10082.22,8401.85
2019-01-17,Gaspool,10182.42,8485.35
2019-01-17,NCG,10326.7,8605.58
2019-01-17,CEGH,10286.62,8572.18
2019-01-18,TTF,10490.69,8742.24
2019-01-18,Gaspool,10578.99,8815.82
2019-01-18,NCG,10739.55,8949.62
2019-01-18,CEGH,10542.87,8785.72
2019-01-21,TTF,10396.17,8663.47
2019-01-21,Gaspool,10468.32,8723.6
2019-01-21,NCG,10608.62,8840.52
2019-01-21,CEGH,10516.43,8763.69
2019-01-22,TTF,10077.21,8397.67
2019-01-22,Gaspool,10196.9,8497.42
2019-01-22,NCG,10404.36,8670.3
2019-01-22,CEGH,10224.82,8520.68
2019-01-23,TTF,10031.35,8359.46
2019-01-23,Gaspool,10079.1,8399.25
2019-01-23,NCG,10258.18,8548.48
2019-01-23,CEGH,10421.33,8684.44
2019-01-24,TTF,10139.6,8449.67
2019-01-24,Gaspool,10226.65,8522.21
2019-01-24,NCG,10392.82,8660.68
2019-01-24,CEGH,10357.21,8631.01
2019-01-25,TTF,9802.68,8168.9
2019-01-25,Gaspool,9893.74,8244.78
2019-01-25,NCG,10060.03,8383.36
2019-01-25,CEGH,10036.27,8363.56
2019-01-28,TTF,9647.25,8039.37
2019-01-28,Gaspool,9750.35,8125.29
2019-01-28,NCG,9908.96,8257.47
2019-01-28,CEGH,9901.03,8250.86
2019-01-29,TTF,9582.04,7985.03
2019-01-29,Gaspool,9701.64,8084.7
2019-01-29,NCG,9908.94,8257.45
2019-01-29,CEGH,9916.92,8264.1
2019-01-30,TTF,9674.75,8062.29
2019-01-30,Gaspool,9762.43,8135.36
2019-01-30,NCG,9985.62,8321.35
2019-01-30,CEGH,9945.76,8288.13
2019-01-31,TTF,9467.54,7889.62
2019-01-31,Gaspool,9507.4,7922.83
2019-01-31,NCG,9754.5,8128.75
2019-01-31,CEGH,9806.31,8171.92
2019-02-01,TTF,9378.21,7815.17
2019-02-01,Gaspool,9470.3,7891.92
2019-02-01,NCG,9666.5,8055.42
2019-02-01,CEGH,9666.5,8055.42
2019-02-04,TTF,9064.78,7553.98
2019-02-04,Gaspool,9215.78,7679.82
2019-02-04,NCG,9402.53,7835.44
2019-02-04,CEGH,9342.93,7785.77
2019-02-05,TTF,9039.86,7533.22
2019-02-05,Gaspool,9166.05,7638.37
2019-02-05,NCG,9339.55,7782.96
2019-02-05,CEGH,9398.71,7832.26
2019-02-06,TTF,8751.38,7292.82
2019-02-06,Gaspool,8946.68,7455.57
2019-02-06,NCG,9079.49,7566.24
2019-02-06,CEGH,9106.83,7589.02
2019-02-07,TTF,8652.79,7210.66
2019-02-07,Gaspool,8776.31,7313.59
2019-02-07,NCG,8938.43,7448.69
2019-02-07,CEGH,9073.53,7561.27
2019-02-08,TTF,8518.87,7099.06
2019-02-08,Gaspool,8641.84,7201.53
2019-02-08,NCG,8795.55,7329.62
2019-02-08,CEGH,8937.73,7448.11
2019-02-11,TTF,8366.63,6972.19
2019-02-11,Gaspool,8454.83,7045.69
2019-02-11,NCG,8558.37,7131.97
2019-02-11,CEGH,8765.44,7304.53
2019-02-12,TTF,8362.0,6968.33
2019-02-12,Gaspool,8381.22,6984.35
2019-02-12,NCG,8584.98,7154.15
2019-02-12,CEGH,8608.05,7173.37
2019-02-13,TTF,8141.64,6784.7
2019-02-13,Gaspool,8248.96,6874.13
2019-02-13,NCG,8417.61,7014.67
2019-02-13,CEGH,8463.61,7053.01
2019-02-14,TTF,8258.35,6881.96
2019-02-14,Gaspool,8443.07,7035.89
2019-02-14,NCG,8550.81,7125.67
2019-02-14,CEGH,8593.14,7160.95
2019-02-15,TTF,8194.73,6828.94
2019-02-15,Gaspool,8237.02,6864.18
2019-02-15,NCG,8406.21,7005.17
2019-02-15,CEGH,8556.16,7130.13
2019-02-18,TTF,8277.24,6897.7
2019-02-18,Gaspool,8396.74,6997.28
2019-02-18,NCG,8543.22,7119.35
2019-02-18,CEGH,8739.82,7283.18
2019-02-19,TTF,8090.37,6741.97
2019-02-19,Gaspool,8187.1,6822.58
2019-02-19,NCG,8345.74,6954.78
2019-02-19,CEGH,8612.72,7177.27
2019-02-20,TTF,8248.03,6873.36
2019-02-20,Gaspool,8317.43,6931.19
2019-02-20,NCG,8433.11,7027.59
2019-02-20,CEGH,8660.6,7217.17
2019-02-21,TTF,8140.3,6783.58
2019-02-21,Gaspool,8437.52,7031.27
2019-02-21,NCG,8584.2,7153.5
2019-02-21,CEGH,8838.96,7365.8
2019-02-22,TTF,8123.14,6769.28
2019-02-22,Gaspool,8196.33,6830.27
2019-02-22,NCG,8342.7,6952.25
2019-02-22,CEGH,8573.82,7144.85
2019-02-25,TTF,7907.42,6589.52
2019-02-25,Gaspool,8053.5,6711.25
2019-02-25,NCG,8184.2,6820.17
2019-02-25,CEGH,8318.75,6932.29
2019-02-26,TTF,7889.2,6574.33
2019-02-26,Gaspool,8047.08,6705.9
2019-02-26,NCG,8170.29,6808.57
2019-02-26,CEGH,8401.33,7001.11
2019-02-27,TTF,7944.84,6620.7
2019-02-27,Gaspool,8052.68,6710.57
2019-02-27,NCG,8164.37,6803.64
2019-02-27,CEGH,8480.19,7066.82
2019-02-28,TTF,8254.47,6878.72
2019-02-28,Gaspool,8362.59,6968.82
2019-02-28,NCG,8462.98,7052.48
2019-02-28,CEGH,8729.42,7274.52
2019-03-01,TTF,8272.55,6893.79
2019-03-01,Gaspool,8424.23,7020.19
2019-03-01,NCG,8560.35,7133.62
2019-03-01,CEGH,8704.25,7253.54
2019-03-04,TTF,8048.49,6707.07
2019-03-04,Gaspool,7986.43,6655.36
2019-03-04,NCG,8281.19,6900.99
2019-03-04,CEGH,8331.61,6943.01
2019-03-05,TTF,8114.3,6761.92
2019-03-05,Gaspool,8179.88,6816.57
2019-03-05,NCG,8349.62,6958.02
2019-03-05,CEGH,8476.92,7064.1
2019-03-06,TTF,7981.48,6651.23
2019-03-06,Gaspool,8069.93,6724.94
2019-03-06,NCG,8273.75,6894.79
2019-03-06,CEGH,8550.64,7125.53
2019-03-07,TTF,7755.99,6463.32
2019-03-07,Gaspool,7923.07,6602.56
2019-03-07,NCG,8033.19,6694.32
2019-03-07,CEGH,8261.02,6884.18
2019-03-11,TTF,7657.36,6381.13
2019-03-11,Gaspool,7751.68,6459.73
2019-03-11,NCG,7944.08,6620.07
2019-03-11,CEGH,8106.3,6755.25
2019-03-12,TTF,7658.42,6382.02
2019-03-12,Gaspool,7827.29,6522.74
2019-03-12,NCG,7921.1,6600.92
2019-03-12,CEGH,8086.21,6738.51
2019-03-13,TTF,7557.17,6297.64
2019-03-13,Gaspool,7692.88,6410.73
2019-03-13,NCG,7817.28,6514.4
2019-03-13,CEGH,7979.38,6649.48
2019-03-14,TTF,7406.14,6171.78
2019-03-14,Gaspool,7536.31,6280.26
2019-03-14,NCG,7685.61,6404.67
2019-03-14,CEGH,7919.14,6599.28
2019-03-15,TTF,7343.56,6119.63
2019-03-15,Gaspool,7446.9,6205.75
2019-03-15,NCG,7600.01,6333.34
2019-03-15,CEGH,7814.35,6511.96
2019-03-18,TTF,7151.02,5959.18
2019-03-18,Gaspool,7329.26,6107.72
2019-03-18,NCG,7492.0,6243.33
2019-03-18,CEGH,7685.74,6404.78
2019-03-19,TTF,7340.1,6116.75
2019-03-19,Gaspool,7468.98,6224.15
2019-03-19,NCG,7633.02,6360.85
2019-03-19,CEGH,7851.74,6543.12
2019-03-20,TTF,7330.11,6108.42
2019-03-20,Gaspool,7451.41,6209.51
2019-03-20,NCG,7650.97,6375.81
2019-03-20,CEGH,7936.62,6613.85
2019-03-21,TTF,7321.68,6101.4
2019-03-21,Gaspool,7411.67,6176.39
2019-03-21,NCG,7626.86,6355.72
2019-03-21,CEGH,7904.65,6587.21
2019-03-22,TTF,7086.76,5905.63
2019-03-22,Gaspool,7256.04,6046.7
2019-03-22,NCG,7374.14,6145.12
2019-03-22,CEGH,7696.95,6414.12
2019-03-25,TTF,6858.66,5715.55
2019-03-25,Gaspool,7059.64,5883.03
2019-03-25,NCG,7163.99,5969.99
2019-03-25,CEGH,7438.41,6198.67
2019-03-26,TTF,6869.35,5724.46
2019-03-26,Gaspool,6992.96,5827.47
2019-03-26,NCG,7224.71,6020.59
2019-03-26,CEGH,7506.67,6255.56
2019-03-27,TTF,7003.92,5836.6
2019-03-27,Gaspool,7170.07,5975.06
2019-03-27,NCG,7301.44,6084.53
2019-03-27,CEGH,7537.15,6280.96
2019-03-28,TTF,7205.55,6004.62
2019-03-28,Gaspool,7294.52,6078.77
2019-03-28,NCG,7453.12,6210.93
2019-03-28,CEGH,7650.39,6375.32
2019-03-29,TTF,6936.17,5780.14
2019-03-29,Gaspool,6971.07,5809.22
2019-03-29,NCG,7250.22,6041.85
2019-03-29,CEGH,7471.22,6226.02
2019-04-01,TTF,7056.46,5880.38
2019-04-01,Gaspool,7289.11,6074.26
2019-04-01,NCG,7355.02,6129.18
2019-04-01,CEGH,7603.18,6335.98
2019-04-02,TTF,6858.58,5715.48
2019-04-02,Gaspool,6905.08,5754.23
2019-04-02,NCG,7114.34,5928.62
2019-04-02,CEGH,7377.85,6148.21
2019-04-03,TTF,6591.17,5492.64
2019-04-03,Gaspool,6740.62,5617.18
2019-04-03,NCG,6874.74,5728.95
2019-04-03,CEGH,7261.77,6051.47
2019-04-04,TTF,6765.51,5637.92
2019-04-04,Gaspool,6974.06,5811.72
2019-04-04,NCG,7078.33,5898.61
2019-04-04,CEGH,7692.38,6410.32
2019-04-05,TTF,7055.93,5879.94
2019-04-05,Gaspool,7267.42,6056.18
2019-04-05,NCG,7348.18,6123.48
2019-04-05,CEGH,7874.98,6562.48
